monitoringSiteIdentifier,monitoringSiteIdentifierScheme,phenomenonTimeReferenceYear,observedPropertyDeterminandCode,observedPropertyDeterminandLabel,resultEmissionsUom,resultEmissionsValue,procedureEstimateDetail,resultObservationStatus,Remarks,metadata_versionId,metadata_beginLifeSpanVersion,metadata_statusCode,metadata_observationStatus,metadata_statements,UID
SE626875-133051,euMonitoringSiteCode,2018,EEA_3133-06-0,Total organic carbon (TOC),t/a,28692,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1512
SE626875-133051,euMonitoringSiteCode,2019,EEA_3133-06-0,Total organic carbon (TOC),t/a,37144,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1533
SE626875-133051,euMonitoringSiteCode,2020,EEA_3133-06-0,Total organic carbon (TOC),t/a,46007,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1554
SE627831-152255,euMonitoringSiteCode,2016,EEA_3133-06-0,Total organic carbon (TOC),t/a,2251,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1617
SE627831-152255,euMonitoringSiteCode,2017,EEA_3133-06-0,Total organic carbon (TOC),t/a,2670,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1638
SE627831-152255,euMonitoringSiteCode,2014,EEA_3133-06-0,Total organic carbon (TOC),t/a,3903,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1575
SE627831-152255,euMonitoringSiteCode,2015,EEA_3133-06-0,Total organic carbon (TOC),t/a,2570,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1596
SE627831-152255,euMonitoringSiteCode,2018,EEA_3133-06-0,Total organic carbon (TOC),t/a,3208,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1659
SE627831-152255,euMonitoringSiteCode,2019,EEA_3133-06-0,Total organic carbon (TOC),t/a,2085,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1680
SE627831-152255,euMonitoringSiteCode,2020,EEA_3133-06-0,Total organic carbon (TOC),t/a,2672,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1701
SE628877-132040,euMonitoringSiteCode,2014,EEA_3133-06-0,Total organic carbon (TOC),t/a,28833,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1722
SE628877-132040,euMonitoringSiteCode,2015,EEA_3133-06-0,Total organic carbon (TOC),t/a,21591,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1743
SE628877-132040,euMonitoringSiteCode,2017,EEA_3133-06-0,Total organic carbon (TOC),t/a,25968,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1785
SE628877-132040,euMonitoringSiteCode,2016,EEA_3133-06-0,Total organic carbon (TOC),t/a,13521,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1764
SE628877-132040,euMonitoringSiteCode,2018,EEA_3133-06-0,Total organic carbon (TOC),t/a,16635,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1806
SE628877-132040,euMonitoringSiteCode,2019,EEA_3133-06-0,Total organic carbon (TOC),t/a,27474,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1827
SE628877-132040,euMonitoringSiteCode,2020,EEA_3133-06-0,Total organic carbon (TOC),t/a,30526,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1848
SE631338-129833,euMonitoringSiteCode,2015,EEA_3133-06-0,Total organic carbon (TOC),t/a,20502,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1890
SE631338-129833,euMonitoringSiteCode,2014,EEA_3133-06-0,Total organic carbon (TOC),t/a,23403,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1869
SE631338-129833,euMonitoringSiteCode,2016,EEA_3133-06-0,Total organic carbon (TOC),t/a,14487,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1911
SE631338-129833,euMonitoringSiteCode,2018,EEA_3133-06-0,Total organic carbon (TOC),t/a,14811,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1953
SE631338-129833,euMonitoringSiteCode,2017,EEA_3133-06-0,Total organic carbon (TOC),t/a,21281,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1932
SE631338-129833,euMonitoringSiteCode,2019,EEA_3133-06-0,Total organic carbon (TOC),t/a,20853,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1974
SE631338-129833,euMonitoringSiteCode,2020,EEA_3133-06-0,Total organic carbon (TOC),t/a,26526,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1995
SE632033-152167,euMonitoringSiteCode,2014,EEA_3133-06-0,Total organic carbon (TOC),t/a,4558,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,2016
SE632033-152167,euMonitoringSiteCode,2016,EEA_3133-06-0,Total organic carbon (TOC),t/a,2704,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,2058
SE632033-152167,euMonitoringSiteCode,2015,EEA_3133-06-0,Total organic carbon (TOC),t/a,4592,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,2037
SE632033-152167,euMonitoringSiteCode,2017,EEA_3133-06-0,Total organic carbon (TOC),t/a,3178,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,2079
SE632033-152167,euMonitoringSiteCode,2018,EEA_3133-06-0,Total organic carbon (TOC),t/a,6209,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,2100
SE632033-152167,euMonitoringSiteCode,2019,EEA_3133-06-0,Total organic carbon (TOC),t/a,3769,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,2121
SE633520-153920,euMonitoringSiteCode,2014,EEA_3133-06-0,Total organic carbon (TOC),t/a,12876,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,2163
SE632033-152167,euMonitoringSiteCode,2020,EEA_3133-06-0,Total organic carbon (TOC),t/a,5112,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,2142
SE633520-153920,euMonitoringSiteCode,2015,EEA_3133-06-0,Total organic carbon (TOC),t/a,11904,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,2184
SE633520-153920,euMonitoringSiteCode,2016,EEA_3133-06-0,Total organic carbon (TOC),t/a,6458,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,2205
SE633520-153920,euMonitoringSiteCode,2017,EEA_3133-06-0,Total organic carbon (TOC),t/a,8491,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,2226
SE633520-153920,euMonitoringSiteCode,2018,EEA_3133-06-0,Total organic carbon (TOC),t/a,14539,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,2247
SE633520-153920,euMonitoringSiteCode,2019,EEA_3133-06-0,Total organic carbon (TOC),t/a,8374,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,2268
SE621205-131122,euMonitoringSiteCode,2016,EEA_3133-06-0,Total organic carbon (TOC),t/a,169,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,882
SE621205-131122,euMonitoringSiteCode,2017,EEA_3133-06-0,Total organic carbon (TOC),t/a,357,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,903
SE621205-131122,euMonitoringSiteCode,2018,EEA_3133-06-0,Total organic carbon (TOC),t/a,194,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,924
SE621205-131122,euMonitoringSiteCode,2019,EEA_3133-06-0,Total organic carbon (TOC),t/a,415,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,945
SE621205-131122,euMonitoringSiteCode,2020,EEA_3133-06-0,Total organic carbon (TOC),t/a,271,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,966
SE622467-133458,euMonitoringSiteCode,2014,EEA_3133-06-0,Total organic carbon (TOC),t/a,7610,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,987
SE622467-133458,euMonitoringSiteCode,2015,EEA_3133-06-0,Total organic carbon (TOC),t/a,8127,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1008
SE622467-133458,euMonitoringSiteCode,2016,EEA_3133-06-0,Total organic carbon (TOC),t/a,5217,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1029
SE622467-133458,euMonitoringSiteCode,2017,EEA_3133-06-0,Total organic carbon (TOC),t/a,9351,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1050
SE622467-133458,euMonitoringSiteCode,2018,EEA_3133-06-0,Total organic carbon (TOC),t/a,5384,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1071
SE622467-133458,euMonitoringSiteCode,2020,EEA_3133-06-0,Total organic carbon (TOC),t/a,5485,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1113
SE622467-133458,euMonitoringSiteCode,2019,EEA_3133-06-0,Total organic carbon (TOC),t/a,5837,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1092
SE622950-143450,euMonitoringSiteCode,2014,EEA_3133-06-0,Total organic carbon (TOC),t/a,9178,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1134
SE620277-140091,euMonitoringSiteCode,2016,EEA_3133-06-0,Total organic carbon (TOC),t/a,19090,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,735
SE620277-140091,euMonitoringSiteCode,2017,EEA_3133-06-0,Total organic carbon (TOC),t/a,34409,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,756
SE620277-140091,euMonitoringSiteCode,2018,EEA_3133-06-0,Total organic carbon (TOC),t/a,24443,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,777
SE620277-140091,euMonitoringSiteCode,2020,EEA_3133-06-0,Total organic carbon (TOC),t/a,36358,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,819
SE620277-140091,euMonitoringSiteCode,2019,EEA_3133-06-0,Total organic carbon (TOC),t/a,30498,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,798
SE621205-131122,euMonitoringSiteCode,2014,EEA_3133-06-0,Total organic carbon (TOC),t/a,325,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,840
SE621205-131122,euMonitoringSiteCode,2015,EEA_3133-06-0,Total organic carbon (TOC),t/a,339,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,861
EESJA6880000,euMonitoringSiteCode,2020,EEA_3133-06-0,Total organic carbon (TOC),t/a,1439.24565433594,OutY,,Measurements=4; below LOQ=0,https://cdr.eionet.europa.eu/ee/eea/wise_soe/wise1/envycgfeq/Emissions_2020_RiverineInputLoads.xml,2021-12-21 09:35:05.000,valid,A,,614
EESJA7837000,euMonitoringSiteCode,2020,EEA_3133-06-0,Total organic carbon (TOC),t/a,1734.5070653294,OutY,,Measurements=4; below LOQ=0,https://cdr.eionet.europa.eu/ee/eea/wise_soe/wise1/envycgfeq/Emissions_2020_RiverineInputLoads.xml,2021-12-21 09:35:05.000,valid,A,,588
SE620277-140091,euMonitoringSiteCode,2015,EEA_3133-06-0,Total organic carbon (TOC),t/a,28912,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,714
SE620277-140091,euMonitoringSiteCode,2014,EEA_3133-06-0,Total organic carbon (TOC),t/a,26255,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,693
EESJA3956000,euMonitoringSiteCode,2020,EEA_3133-06-0,Total organic carbon (TOC),t/a,875.651843368068,OutY,,Measurements=13; below LOQ=0,https://cdr.eionet.europa.eu/ee/eea/wise_soe/wise1/envycgfeq/Emissions_2020_RiverineInputLoads.xml,2021-12-21 09:35:05.000,valid,A,,545
EESJA9900000,euMonitoringSiteCode,2020,EEA_3133-06-0,Total organic carbon (TOC),t/a,4099.35695419069,OutY,,Measurements=13; below LOQ=0,https://cdr.eionet.europa.eu/ee/eea/wise_soe/wise1/envycgfeq/Emissions_2020_RiverineInputLoads.xml,2021-12-21 09:35:05.000,valid,A,,500
EESJA1934000,euMonitoringSiteCode,2020,EEA_3133-06-0,Total organic carbon (TOC),t/a,618.667815664852,OutY,,Measurements=4; below LOQ=0,https://cdr.eionet.europa.eu/ee/eea/wise_soe/wise1/envycgfeq/Emissions_2020_RiverineInputLoads.xml,2021-12-21 09:35:05.000,valid,A,,482
EESJA5140000,euMonitoringSiteCode,2020,EEA_3133-06-0,Total organic carbon (TOC),t/a,5395.35897263129,OutY,,Measurements=12; below LOQ=0,https://cdr.eionet.europa.eu/ee/eea/wise_soe/wise1/envycgfeq/Emissions_2020_RiverineInputLoads.xml,2021-12-21 09:35:05.000,valid,A,,411
EESJA8483000,euMonitoringSiteCode,2020,EEA_3133-06-0,Total organic carbon (TOC),t/a,34919.1066832482,OutY,,Measurements=12; below LOQ=0,https://cdr.eionet.europa.eu/ee/eea/wise_soe/wise1/envycgfeq/Emissions_2020_RiverineInputLoads.xml,2021-12-21 09:35:05.000,valid,A,,376
EESJA4328000,euMonitoringSiteCode,2020,EEA_3133-06-0,Total organic carbon (TOC),t/a,152446.105151172,OutY,,Measurements=4; below LOQ=0,https://cdr.eionet.europa.eu/ee/eea/wise_soe/wise1/envycgfeq/Emissions_2020_RiverineInputLoads.xml,2021-12-21 09:35:05.000,valid,A,,323
EESJA9741000,euMonitoringSiteCode,2020,EEA_3133-06-0,Total organic carbon (TOC),t/a,174153.481066124,OutY,,Measurements=12; below LOQ=0,https://cdr.eionet.europa.eu/ee/eea/wise_soe/wise1/envycgfeq/Emissions_2020_RiverineInputLoads.xml,2021-12-21 09:35:05.000,valid,A,,306
EESJA7631000,euMonitoringSiteCode,2020,EEA_3133-06-0,Total organic carbon (TOC),t/a,5497.78036223085,OutY,,Measurements=4; below LOQ=0,https://cdr.eionet.europa.eu/ee/eea/wise_soe/wise1/envycgfeq/Emissions_2020_RiverineInputLoads.xml,2021-12-21 09:35:05.000,valid,A,,288
EESJA8841000,euMonitoringSiteCode,2020,EEA_3133-06-0,Total organic carbon (TOC),t/a,2010.04204833747,OutY,,Measurements=12; below LOQ=0,https://cdr.eionet.europa.eu/ee/eea/wise_soe/wise1/envycgfeq/Emissions_2020_RiverineInputLoads.xml,2021-12-21 09:35:05.000,valid,A,,252
EESJA5258000,euMonitoringSiteCode,2020,EEA_3133-06-0,Total organic carbon (TOC),t/a,1003.17952764874,OutY,,Measurements=4; below LOQ=0,https://cdr.eionet.europa.eu/ee/eea/wise_soe/wise1/envycgfeq/Emissions_2020_RiverineInputLoads.xml,2021-12-21 09:35:05.000,valid,A,,270
EESJA4483000,euMonitoringSiteCode,2020,EEA_3133-06-0,Total organic carbon (TOC),t/a,20265.8532627695,OutY,,Measurements=12; below LOQ=0,https://cdr.eionet.europa.eu/ee/eea/wise_soe/wise1/envycgfeq/Emissions_2020_RiverineInputLoads.xml,2021-12-21 09:35:05.000,valid,A,,184
EESJA5960000,euMonitoringSiteCode,2020,EEA_3133-06-0,Total organic carbon (TOC),t/a,4816.81315257085,OutY,,Measurements=12; below LOQ=0,https://cdr.eionet.europa.eu/ee/eea/wise_soe/wise1/envycgfeq/Emissions_2020_RiverineInputLoads.xml,2021-12-21 09:35:05.000,valid,A,,210
EESJA6180000,euMonitoringSiteCode,2020,EEA_3133-06-0,Total organic carbon (TOC),t/a,8745.11765381606,OutY,,Measurements=12; below LOQ=0,https://cdr.eionet.europa.eu/ee/eea/wise_soe/wise1/envycgfeq/Emissions_2020_RiverineInputLoads.xml,2021-12-21 09:35:05.000,valid,A,,158
EESJA8007000,euMonitoringSiteCode,2020,EEA_3133-06-0,Total organic carbon (TOC),t/a,35285.7694016297,OutY,,Measurements=12; below LOQ=0,https://cdr.eionet.europa.eu/ee/eea/wise_soe/wise1/envycgfeq/Emissions_2020_RiverineInputLoads.xml,2021-12-21 09:35:05.000,valid,A,,114
EESJA8127000,euMonitoringSiteCode,2020,EEA_3133-06-0,Total organic carbon (TOC),t/a,676.962870218383,OutY,,Measurements=3; below LOQ=0,https://cdr.eionet.europa.eu/ee/eea/wise_soe/wise1/envycgfeq/Emissions_2020_RiverineInputLoads.xml,2021-12-21 09:35:05.000,valid,A,,87
SE633520-153920,euMonitoringSiteCode,2020,EEA_3133-06-0,Total organic carbon (TOC),t/a,12811,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,2289
SE635136-128895,euMonitoringSiteCode,2014,EEA_3133-06-0,Total organic carbon (TOC),t/a,14145,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,2310
SE635136-128895,euMonitoringSiteCode,2015,EEA_3133-06-0,Total organic carbon (TOC),t/a,13862,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,2331
SE635136-128895,euMonitoringSiteCode,2016,EEA_3133-06-0,Total organic carbon (TOC),t/a,8393,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,2352
SE635136-128895,euMonitoringSiteCode,2017,EEA_3133-06-0,Total organic carbon (TOC),t/a,14487,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,2373
SE635136-128895,euMonitoringSiteCode,2018,EEA_3133-06-0,Total organic carbon (TOC),t/a,8535,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,2394
SE635136-128895,euMonitoringSiteCode,2019,EEA_3133-06-0,Total organic carbon (TOC),t/a,12938,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,2415
SE639339-154122,euMonitoringSiteCode,2014,EEA_3133-06-0,Total organic carbon (TOC),t/a,1548,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,2457
SE635136-128895,euMonitoringSiteCode,2020,EEA_3133-06-0,Total organic carbon (TOC),t/a,15803,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,2436
SE639339-154122,euMonitoringSiteCode,2015,EEA_3133-06-0,Total organic carbon (TOC),t/a,1862,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,2478
SE639339-154122,euMonitoringSiteCode,2019,EEA_3133-06-0,Total organic carbon (TOC),t/a,2014,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,2562
SE639339-154122,euMonitoringSiteCode,2018,EEA_3133-06-0,Total organic carbon (TOC),t/a,2826,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,2541
SE639339-154122,euMonitoringSiteCode,2016,EEA_3133-06-0,Total organic carbon (TOC),t/a,1083,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,2499
SE639339-154122,euMonitoringSiteCode,2017,EEA_3133-06-0,Total organic carbon (TOC),t/a,1177,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,2520
SE639339-154122,euMonitoringSiteCode,2020,EEA_3133-06-0,Total organic carbon (TOC),t/a,1335,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,2583
